IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
213.14.173.199	133	AS34984 Tellcom Iletisim Hizmetleri A.s.	Izmir	Turkey	TR	Turkcell Superonline (TR)	38.4	27.15	SolNet	213.14.173.199	35	Izmir	success	Europe/Istanbul	35270
179.223.183.29	133		Sao Jose	Brazil	BR		-27.6333	-48.65		179.223.183.29	SC	Santa Catarina	success	America/Sao_Paulo	
177.94.203.6	133	AS27699 TELEFÔNICA BRASIL S.A	Campinas	Brazil	BR	Vivo (BR)	-22.9095	-47.0674	Vivo	177.94.203.6	SP	Sao Paulo	success	America/Sao_Paulo	
89.251.148.93	133	AS29194 MTS PJSC	Bibayevo-Chelny	Russia	RU	MTS PJSC (RU)	55.0038	50.0549	MTS OJSC	89.251.148.93	TA	Tatarstan	success	Europe/Moscow	422189
128.204.167.162	133	AS42514 Signal Service LLC	Zheleznogorsk	Russia	RU	Signal Service LLC (RU)	52.331	35.3711	Signal Service LLC	128.204.167.162	KRS	Kurskaya Oblast'	success	Europe/Moscow	307156
124.6.182.67	133	AS4775 Globe Telecoms	Makati City	Philippines	PH	Globe Telecom (PH)	14.5547	121.024	Globe Telecom	124.6.182.67	00	National Capital Region	success	Asia/Manila	
36.78.129.22	133	AS17974 PT Telekomunikasi Indonesia	Semarang	Indonesia	ID	PT Telkom Indonesia (ID)	-6.9932	110.4203	PT Telkom Indonesia	36.78.129.22	JT	Central Java	success	Asia/Jakarta	
89.122.254.180	133	AS9050 Telekom Romania Communication S.A	Bucharest	Romania	RO	Telekom Romania Communication S.A (RO)	44.4333	26.1	Romtelecom Data Network	89.122.254.180	B	Bucuresti	success	Europe/Bucharest	001553
80.48.2.155	133	AS5617 Orange Polska Spolka Akcyjna	Wschowa	Poland	PL	Orange Polska (PL)	51.8	16.3167	Orange Polska	80.48.2.155	LB	Lubusz	success	Europe/Warsaw	67-400
82.80.53.244	133	AS8551 Bezeq International	Petah Tikva	Israel	IL	Bezeq International (IL)	32.084	34.8878	UFI LTD	82.80.53.244		Central District	success	Asia/Jerusalem	
14.134.190.3	133	AS4134 Chinanet	Guyuan	China	CN	China Telecom ningxia (CN)	27.345	119.0131	China Telecom ningxia	14.134.190.3	35	Fujian	success	Asia/Shanghai	
111.13.158.18	133	AS9808 Guangdong Mobile Communication Co.Ltd.	Beijing (Xicheng Qu)	China	CN	China Mobile Guangdong (CN)	39.9101	116.35700000000001	China Mobile Guangdong	111.13.158.18		Beijing	success	Asia/Shanghai	
122.52.231.104	133	AS9299 Philippine Long Distance Telephone Company	Manila	Philippines	PH	Philippine Long Distance Telephone (PH)	14.5995	120.984	Philippine Long Distance Telephone	122.52.231.104	00	National Capital Region	success	Asia/Manila	
82.80.135.202	133	AS8551 Bezeq International	Petah Tikva	Israel	IL	Bezeq International (IL)	32.084	34.8878	Bezeq International	82.80.135.202		Central District	success	Asia/Jerusalem	
189.4.102.205	133	AS28573 CLARO S.A.	Florianópolis	Brazil	BR	NET Virtua (BR)	-27.5904	-48.5758	NET Virtua	189.4.102.205	SC	Santa Catarina	success	America/Sao_Paulo	
90.63.175.111	133	AS3215 Orange	Saint-Lambert-la-Potherie	France	FR	Orange (FR)	47.4866	-0.6835899999999999	Orange	90.63.175.111	R	Pays de la Loire	success	Europe/Paris	
70.45.123.160	133	AS36423 San Juan Cable, LLC	Guaynabo	Puerto Rico	PR	San Juan Cable, LLC (PR)	18.3876	-66.1108	San Juan Cable, LLC	70.45.123.160			success	America/Puerto_Rico	
190.147.181.15	133	AS10620 Telmex Colombia S.A.	Santiago de Cali	Colombia	CO	Telmex Colombia S.A. (CO)	3.4372	-76.5225	Telmex Colombia S.A.	190.147.181.15	VAC	Departamento del Valle del Cauca	success	America/Bogota	
201.17.147.66	133	AS28573 CLARO S.A.	Belo Horizonte	Brazil	BR	NET Virtua (BR)	-19.9553	-43.8988	NET Virtua	201.17.147.66	MG	Minas Gerais	success	America/Sao_Paulo	
213.14.144.107	133	AS34984 Tellcom Iletisim Hizmetleri A.s.	Istanbul	Turkey	TR	Turkcell Superonline (TR)	41.0214	28.9684	SolNet	213.14.144.107	34	Istanbul	success	Europe/Istanbul	
187.23.221.224	133	AS28573 CLARO S.A.	Campo Grande	Brazil	BR	NET Virtua (BR)	-20.45	-54.6167	NET Virtua	187.23.221.224	MS	Mato Grosso do Sul	success	America/Campo_Grande	
71.95.211.250	133	AS20115 Charter Communications	Los Alamitos	United States	US	Spectrum (US)	33.797	-118.0624	Spectrum	71.95.211.250	CA	California	success	America/Los_Angeles	90720
76.65.193.212	133	AS577 Bell Canada	Concord	Canada	CA	Bell Canada (CA)	43.8001	-79.4829	Bell Canada	76.65.193.212	ON	Ontario	success	America/Toronto	L4K
190.253.40.3	133	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.253.40.3		Bogota D.C.	success	America/Bogota	
213.14.170.122	132	AS34984 Tellcom Iletisim Hizmetleri A.s.	Şişli	Turkey	TR	Turkcell Superonline (TR)	41.0603	28.9878	SolNet	213.14.170.122		Istanbul	success	Europe/Istanbul	
119.93.11.178	132	AS9299 Philippine Long Distance Telephone Company	Malolos	Philippines	PH	Philippine Long Distance Telephone (PH)	14.8443	120.8104	Philippine Long Distance Telephone	119.93.11.178	03	Central Luzon	success	Asia/Manila	3001
122.116.216.108	132	AS3462 Data Communication Business Group	Daxi	Taiwan	TW	HiNet (TW)	24.9869	121.3056	HiNet	122.116.216.108	TAO	Taoyuan	success	Asia/Taipei	
178.76.253.102	132	AS44775 Closed Joint Stock Company TransTeleCom	Rostov-on-Don	Russia	RU	Closed Joint Stock Company TransTeleCom (RU)	47.2313	39.7233	Closed Joint Stock Company TransTeleCom	178.76.253.102	ROS	Rostov	success	Europe/Moscow	344001
95.169.212.33	132	AS34909 MAXCOM Ltd	Burgas	Bulgaria	BG	Bulgartel EAD (BG)	42.5	27.4667	Bulgartel EAD	95.169.212.33	02	Burgas	success	Europe/Sofia	8000
31.135.195.155	132	AS41931 Euronet Norbert Saniewski Spolka Jawna	Białystok	Poland	PL	HomeNet Technologies sp. z o.o. (PL)	53.1333	23.15	HomeNet Technologies sp. z o.o.	31.135.195.155	PD	Podlasie	success	Europe/Warsaw	15-195
222.79.187.142	132	AS4134 Chinanet	Quanzhou	China	CN	China Telecom fujian (CN)	24.9139	118.5858	China Telecom fujian	222.79.187.142	35	Fujian	success	Asia/Shanghai	
221.210.128.101	132	AS4837 CNCGROUP China169 Backbone	Harbin	China	CN	China Unicom Heilongjiang (CN)	45.75	126.65	China Unicom Liaoning	221.210.128.101	23	Heilongjiang	success	Asia/Shanghai	
42.3.142.92	132	AS4760 PCCW Limited	Central District	Hong Kong	HK	Netvigator (HK)	22.291	114.15	Netvigator	42.3.142.92			success	Asia/Hong_Kong	
122.54.125.2	132	AS9299 Philippine Long Distance Telephone Company	Muntinlupa	Philippines	PH	Philippine Long Distance Telephone (PH)	14.4135	121.0263	Philippine Long Distance Telephone	122.54.125.2	40	Calabarzon	success	Asia/Manila	1772
41.38.129.226	132	AS8452 TE Data	Cairo	Egypt	EG	TE Data (EG)	30.0771	31.2859	TE Data	41.38.129.226	C	Cairo Governorate	success	Africa/Cairo	
174.107.239.68	132	AS11426 Time Warner Cable Internet LLC	Sumter	United States	US	Time Warner Cable (US)	33.8808	-80.3536	Time Warner Cable	174.107.239.68	SC	South Carolina	success	America/New_York	29150
14.182.148.217	132	AS45899 VNPT Corp	Haiphong	Vietnam	VN	VDC (VN)	20.8561	106.6822	Vietnam Posts and Telecommunications(VNPT)	14.182.148.217	HP	Thanh Pho Hai Phong	success	Asia/Ho_Chi_Minh	
125.227.8.44	132	AS3462 Data Communication Business Group	Hsinchu	Taiwan	TW	HiNet (TW)	24.8047	120.9714	HiNet	125.227.8.44	HSZ	Hsinchu County	success	Asia/Taipei	
119.92.147.15	132	AS9299 Philippine Long Distance Telephone Company	Pasig	Philippines	PH	Philippine Long Distance Telephone (PH)	14.5732	121.0697	Philippine Long Distance Telephone	119.92.147.15	00	National Capital Region	success	Asia/Manila	1600
183.81.157.226	132	AS24527 Internet Service Provider	Serpong	Indonesia	ID	PT Hanastar Dakara (ID)	-6.3169	106.6642	Internet Service Provider	183.81.157.226	JB	West Java	success	Asia/Jakarta	
118.37.222.198	132	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	118.37.222.198	11	Seoul	success	Asia/Seoul	
103.25.133.133	132	AS58438 ApnaTeleLink pvt. Ltd.	Bengaluru	India	IN	ApnaTeleLink pvt. (IN)	12.9716	77.5946	ApnaTeleLink pvt.	103.25.133.133		Karnataka	success	Asia/Kolkata	
59.127.49.221	132	AS3462 Data Communication Business Group	Tainan City	Taiwan	TW	HiNet (TW)	22.9933	120.2036	HiNet	59.127.49.221	TNN	Tainan	success	Asia/Taipei	
187.212.116.94	132		Veracruz	Mexico	MX	Telmex (MX)	19.2	-96.1333	Telmex	187.212.116.94	VER	Veracruz	success	America/Mexico_City	91709
89.28.121.168	132	AS31252 Starnet Servicii SRL	Chisinau	Republic of Moldova	MD	SC StarNet SRL (MD)	47.0056	28.8575	SC StarNet SRL	89.28.121.168	CU	Chișinău Municipality	success	Europe/Chisinau	
79.140.13.251	132	AS6876 TeNeT Scientific Production Enterprise LLC	Odesa	Ukraine	UA	TeNeT Scientific Production Enterprise LLC (UA)	46.4639	30.7386	TeNeT Scientific Production Enterprise LLC	79.140.13.251	51	Odessa	success	Europe/Kiev	
152.169.191.13	132	AS10481 Prima S.A.	Villa Ballester	Argentina	AR	Cablevision S.A. (AR)	-34.5457	-58.5468	Cablevision S.A.	152.169.191.13	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1650
191.178.84.163	132	AS28573 CLARO S.A.	Franca	Brazil	BR	NET Virtua (BR)	-20.54	-47.3955	NET Virtua	191.178.84.163	SP	Sao Paulo	success	America/Sao_Paulo	
91.98.144.82	132	AS16322 Pars Online PJS	Tehran (عباس آباد)	Iran	IR	Pars Online PJS (IR)	35.7356	51.4357	Pars Online PJS	91.98.144.82		Tehrān	success	Asia/Tehran	
96.89.66.73	132	AS7922 Comcast Cable Communications, LLC	Atlanta	United States	US	Comcast Business (US)	33.8822	-84.3783	Comcast Business	96.89.66.73	GA	Georgia	success	America/New_York	30342
180.218.236.114	132	AS24164 YEONG JIA LEH CABLE TV CO., LTD.	Taipei	Taiwan	TW	Union Broadband Network (TW)	25.0418	121.4966	Yeong Jia Leh Cable Tv Co.	180.218.236.114			success	Asia/Taipei	
1.34.104.33	132	AS3462 Data Communication Business Group	Taoyuan City	Taiwan	TW	HiNet (TW)	24.9889	121.311	HiNet	1.34.104.33		Taiwan	success	Asia/Taipei	
64.83.213.117	132	AS20115 Charter Communications	Saint Cloud	United States	US	Spectrum (US)	45.4884	-94.2324	Spectrum	64.83.213.117	MN	Minnesota	success	America/Chicago	56301
88.248.187.152	132	AS9121 Turk Telekom	Izmir	Turkey	TR	Turk Telekom (TR)	38.4188	27.1287	Turk Telekom	88.248.187.152	35	Izmir	success	Europe/Istanbul	
124.238.101.86	132	AS4134 Chinanet	Cangzhou	China	CN	China Telecom hebei (CN)	38.3167	116.8667	China Telecom hebei	124.238.101.86	13	Hebei	success	Asia/Shanghai	
117.218.134.166	132	AS9829 National Internet Backbone	Jalalpur	India	IN	BSNL (IN)	20.9667	72.9	BSNL	117.218.134.166	GJ	Gujarat	success	Asia/Kolkata	395002
124.107.161.21	132	AS9299 Philippine Long Distance Telephone Company	Quezon City	Philippines	PH	Philippine Long Distance Telephone (PH)	14.6488	121.0509	Philippine Long Distance Telephone	124.107.161.21	00	National Capital Region	success	Asia/Manila	0860
221.125.151.127	132	AS9304 Hutchison Global Communications	Central District	Hong Kong	HK	Hutchison Global Communications (HK)	22.291	114.15	Hutchison Global Communications	221.125.151.127			success	Asia/Hong_Kong	
197.93.190.63	132	AS10474 OPTINET	Durban	South Africa	ZA	Optinet a division of Internet Solutions (ZA)	-29.8	31.0333	MWEB	197.93.190.63	NL	KwaZulu-Natal	success	Africa/Johannesburg	4051
115.235.2.255	132	AS4134 Chinanet	Wenzhou	China	CN	China Telecom Zhejiang (CN)	27.9994	120.6668	China Telecom Wenzhou	115.235.2.255	33	Zhejiang	success	Asia/Shanghai	
213.176.241.230	132	AS13055 JSC Comstar-Regions	Vologda	Russia	RU	MTS PJSC (RU)	59.2187	39.8886	JSC Comstar-Regions	213.176.241.230	VLG	Vologodskaya Oblast'	success	Europe/Moscow	160001
120.63.252.227	132	AS17813 Mahanagar Telephone Nigam Limited	Mumbai	India	IN	Mahanagar Telephone Nigam (IN)	18.975	72.8258	Mahanagar Telephone Nigam	120.63.252.227	MH	Maharashtra	success	Asia/Kolkata	
190.147.74.193	132	AS10620 Telmex Colombia S.A.	Bogotá (Chapinero)	Colombia	CO	Telmex Colombia S.A. (CO)	4.64816	-74.0594	Telmex Colombia S.A.	190.147.74.193		Bogota D.C.	success	America/Bogota	
84.244.7.17	132	AS51034 Weacom Ltd	Irkutsk	Russia	RU	Irkutsk Business Net (RU)	52.2978	104.2964	irknet.ru	84.244.7.17	IRK	Irkutskaya Oblast'	success	Asia/Irkutsk	664001
200.116.100.15	132	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	200.116.100.15	ANT	Antioquia	success	America/Bogota	
61.216.80.130	132	AS3462 Data Communication Business Group	Taipei	Taiwan	TW	HiNet (TW)	25.0418	121.4966	HiNet	61.216.80.130			success	Asia/Taipei	
89.228.104.226	132	AS21021 Multimedia Polska S.A.	Kętrzyn	Poland	PL	Multimedia Polska S.A. (PL)	53.9833	20.75	Multimedia Polska S. A.	89.228.104.226	WN	Warmia-Masuria	success	Europe/Warsaw	11-400
179.211.36.137	132	AS28573 CLARO S.A.	Curitiba	Brazil	BR	NET Virtua (BR)	-25.426	-49.2667	NET Virtua	179.211.36.137	PR	Parana	success	America/Sao_Paulo	
179.124.178.203	132	AS61914 Roberto Keller - ME	Venancio Aires	Brazil	BR	Roberto Keller - ME (BR)	-29.5421	-52.2196	Roberto Keller - ME	179.124.178.203	RS	Rio Grande do Sul	success	America/Sao_Paulo	95800
64.95.100.93	132	AS29791 Voxel Dot Net, Inc.	Atlanta	United States	US	Internap Network Services Corporation (US)	33.9255	-84.338	Voxel Dot Net	64.95.100.93	GA	Georgia	success	America/New_York	30346
92.126.223.145	132	AS12389 PJSC Rostelecom	Kalachinsk	Russia	RU	Rostelecom (RU)	55.0529	74.5751	OJSC Sibirtelecom	92.126.223.145	OMS	Omskaya Oblast'	success	Asia/Omsk	646900
153.198.98.165	132	AS4713 NTT Communications Corporation	Kagoshima	Japan	JP	Open Computer Network (JP)	31.5966	130.55700000000002	Open Computer Network	153.198.98.165	46	Kagoshima	success	Asia/Tokyo	
189.157.212.62	132	AS8151 Uninet S.A. de C.V.	Victoria	Mexico	MX	Telmex (MX)	21.2108	-100.2119	Telmex	189.157.212.62	GUA	Guanajuato	success	America/Mexico_City	87030
85.97.193.49	132	AS9121 Turk Telekom	Akoren	Turkey	TR	Turk Telekom (TR)	37.3972	39.4297	Turk Telekom	85.97.193.49	63	Şanlıurfa	success	Europe/Istanbul	63600
177.3.245.140	132	AS8167 Brasil Telecom S/A - Filial Distrito Federal	Cuiabá	Brazil	BR	Oi Internet (BR)	-15.6014	-56.0979	Oi Internet	177.3.245.140	MT	Mato Grosso	success	America/Cuiaba	
181.171.0.155	132	AS10481 Prima S.A.	Villa Urquiza	Argentina	AR	Cablevision S.A. (AR)	-34.5762	-58.4872	Cablevision S.A.	181.171.0.155	C	Buenos Aires F.D.	success	America/Argentina/Buenos_Aires	1672
42.49.107.171	132	AS4837 CNCGROUP China169 Backbone	Changsha	China	CN	China Unicom Liaoning (CN)	28.1792	113.1136	China Unicom Liaoning	42.49.107.171	43	Hunan	success	Asia/Shanghai	
121.129.35.222	132	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	121.129.35.222	11	Seoul	success	Asia/Seoul	
187.18.203.44	131	AS28270 Videomar Rede Nordeste S/A	Poco da Pedra	Brazil	BR	Videomar Rede Nordeste S/A (BR)	-3.3167	-41.4167	Videomar Rede Nordeste S/A	187.18.203.44	CE	Ceara	success	America/Fortaleza	
193.253.122.232	131	AS3215 Orange	Saint-Benoît	Réunion	RE	Orange (RE)	-21.1	55.6	Orange	193.253.122.232		Réunion	success	Indian/Reunion	
27.109.116.0	131	AS45429 network for triple service iptv, isp, voip, game	Phnom Penh	Cambodia	KH	network for triple service iptv, isp, voip, game (KH)	11.5625	104.916	Digi (DTV Star Co., Ltd.)	27.109.116.0	12	Phnom Penh	success	Asia/Phnom_Penh	
123.59.94.123	131	AS4808 China Unicom Beijing Province Network	Beijing	China	CN	CloudVsp (CN)	39.9289	116.3883	China Unicom Beijing	123.59.94.123	11	Beijing	success	Asia/Shanghai	
217.217.100.22	131	AS6739 Vodafone Ono, S.A.	Cordova	Spain	ES	Vodafone Ono (ES)	37.8916	-4.7727	Vodafone Ono	217.217.100.22	AN	Andalusia	success	Europe/Madrid	14005
189.50.144.23	131	AS28331 PaintWeb Internet Ltda	São Lourenço	Brazil	BR	PaintWeb Internet Ltda (BR)	-22.1175	-45.0323	PaintWeb Internet Ltda	189.50.144.23	MG	Minas Gerais	success	America/Sao_Paulo	37470
62.61.46.2	131	AS21021 Multimedia Polska S.A.	Gdańsk	Poland	PL	Stream Communications sp. z o.o. (PL)	54.35	18.6667	MAXMAN	62.61.46.2	PM	Pomerania	success	Europe/Warsaw	80-354
189.218.233.5	131	AS11888 Television Internacional, S.A. de C.V.	Monterrey	Mexico	MX	Television Internacional, S.A. de C.V. (MX)	25.6667	-100.3167	Television Internacional, S.A. de C.V.	189.218.233.5	NLE	Nuevo León	success	America/Monterrey	64720
5.185.84.31	131	AS5617 Orange Polska Spolka Akcyjna	Gdańsk	Poland	PL	Orange Mobile (PL)	54.3526	18.6458	Orange Mobile	5.185.84.31	PM	Pomeranian Voivodeship	success	Europe/Warsaw	
1.34.156.80	131	AS3462 Data Communication Business Group	Taipei	Taiwan	TW	HiNet (TW)	25.0418	121.4966	HiNet	1.34.156.80			success	Asia/Taipei	
190.147.98.200	131	AS10620 Telmex Colombia S.A.	Bogotá	Colombia	CO	Telmex Colombia S.A. (CO)	4.6492	-74.0628	Telmex Colombia S.A.	190.147.98.200	DC	Bogota D.C.	success	America/Bogota	
190.29.30.87	131	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	190.29.30.87	ANT	Antioquia	success	America/Bogota	
58.115.174.204	131	AS9416 Hoshin Multimedia Center Inc.	Tainan City	Taiwan	TW	Hoshin Multimedia Center (TW)	22.9933	120.2036	Hoshin Multimedia Center	58.115.174.204	TNN	Tainan	success	Asia/Taipei	
111.119.216.125	131	AS45194 Syscon Infoway Pvt. Ltd.	Mumbai	India	IN	Syscon Infoway Pvt. (IN)	18.975	72.8258	Syscon Infoway Pvt.	111.119.216.125	MH	Maharashtra	success	Asia/Kolkata	
46.121.121.44	131	AS9116 012 Smile Communications LTD.	Lehavim	Israel	IL	012 Smile (IL)	31.3701	34.8145	012 Smile	46.121.121.44	D	Southern District	success	Asia/Jerusalem	
49.144.190.253	131	AS9299 Philippine Long Distance Telephone Company	Quezon City	Philippines	PH	Philippine Long Distance Telephone (PH)	14.6819	121.0944	Philippine Long Distance Telephone	49.144.190.253	00	National Capital Region	success	Asia/Manila	1126
122.3.115.173	131	AS9299 Philippine Long Distance Telephone Company	Muntinlupa	Philippines	PH	Philippine Long Distance Telephone (PH)	14.4135	121.0263	Philippine Long Distance Telephone	122.3.115.173	40	Calabarzon	success	Asia/Manila	1772
220.133.133.248	131	AS3462 Data Communication Business Group	Taichung	Taiwan	TW	HiNet (TW)	24.1433	120.6814	HiNet	220.133.133.248	TXG	Taichung City	success	Asia/Taipei	
177.82.89.149	131	AS28573 CLARO S.A.	Ribeirão Preto	Brazil	BR	NET Virtua (BR)	-21.1794	-47.7999	NET Virtua	177.82.89.149	SP	Sao Paulo	success	America/Sao_Paulo	
191.103.64.71	131	AS23383 METRORED S.A. DE C.V.	La Esperanza	Honduras	HN	Navega.com Honduras (HN)	14.3	-88.1833	Navega.com Honduras	191.103.64.71	IN	Departamento de Intibuca	success	America/Tegucigalpa	
98.112.166.21	131	AS5650 Frontier Communications of America, Inc.	Long Beach	United States	US	Verizon Internet Services (US)	33.7783	-118.1188	Frontier Communications	98.112.166.21	CA	California	success	America/Los_Angeles	90822
186.204.119.13	131	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	186.204.119.13	SP	Sao Paulo	success	America/Sao_Paulo	
151.250.96.124	131	AS34984 Tellcom Iletisim Hizmetleri A.s.	Bornova	Turkey	TR	Tellcom Iletisim Hizmetleri A.s. (TR)	38.4697	27.2211	Tellcom Iletisim Hizmetleri A.s.	151.250.96.124	35	Izmir	success	Europe/Istanbul	35040
85.172.107.81	131	AS25490 PJSC Rostelecom	Krasnodar	Russia	RU	Rostelecom (RU)	45.0328	38.9769	OJSC Rostelecom Macroregional Branch South	85.172.107.81	KDA	Krasnodarskiy Kray	success	Europe/Moscow	350000
85.105.87.183	131	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	85.105.87.183	34	Istanbul	success	Europe/Istanbul	
200.77.59.5	131	AS28481 SERVICIO Y EQUIPO EN TELEFONÍA INTERNET Y TV S.A. DE C.V.	Querétaro City	Mexico	MX	Mega Cable, S.A. de C.V. (MX)	20.6	-100.3833	Mega Cable, S.A. de C.V.	200.77.59.5	QUE	Querétaro	success	America/Mexico_City	76179
66.235.80.78	131	AS15093 New Wave Communications	Bay City	United States	US	Texas Mid-Gulf Cablevision, LP (US)	28.9828	-95.9694	New Wave Communications	66.235.80.78	TX	Texas	success	America/Chicago	77404
59.126.194.202	131	AS3462 Data Communication Business Group	Taichung	Taiwan	TW	HiNet (TW)	24.1433	120.6814	HiNet	59.126.194.202	TXG	Taichung City	success	Asia/Taipei	
177.140.156.107	131	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	177.140.156.107	SP	Sao Paulo	success	America/Sao_Paulo	
118.232.248.3	131	AS9924 Taiwan Fixed Network, Telco and Network Service Provider.	Taipei	Taiwan	TW	Tung Ho Multimedia Co. (TW)	25.0418	121.4966	Taiwan Fixed Network, Telco and Network Service Pr	118.232.248.3			success	Asia/Taipei	
83.174.209.129	131	AS28812 PJSC Bashinformsvyaz	Neftekamsk	Russia	RU	PJSC Bashinformsvyaz (RU)	56.0833	54.2667	Bashinformsvyaz Company, RUMS, DialUp Pool	83.174.209.129	BA	Bashkortostan	success	Asia/Yekaterinburg	452680
88.247.210.197	131	AS9121 Turk Telekom	Ulus	Turkey	TR	Turk Telekom (TR)	41.5832	32.6389	Turk Telekom	88.247.210.197	07	Antalya	success	Europe/Istanbul	
78.189.32.45	131	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	78.189.32.45	34	Istanbul	success	Europe/Istanbul	
121.52.157.121	131	AS45773 PERN AS Content Servie Provider, Islamabad, Pakistan	Quetta	Pakistan	PK	PERN-Pakistan Education & Research Network is an (PK)	30.0156	67.016	PERN AS Content Servie Provider, Islamabad, Pakist	121.52.157.121	BA	Balochistan	success	Asia/Karachi	87300
134.249.166.35	131	AS15895 Kyivstar PJSC	Kiev	Ukraine	UA	Kyivstar PJSC (UA)	50.4333	30.5167	Kyivstar GSM	134.249.166.35	30	Kyiv City	success	Europe/Kiev	
115.75.7.254	131	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	115.75.7.254	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
89.216.21.142	131	AS31042 Serbia BroadBand-Srpske Kablovske mreze d.o.o.	Belgrade	Serbia	RS	Serbia BroadBand-Srpske Kablovske mreze d.o.o. (RS)	44.8186	20.4681	Fixed IP for cable modem customers	89.216.21.142			success	Europe/Belgrade	
